"Exp Date",Symbol,"Contract Name",Last,"52W High","52W High Date","52W Low","52W Low Date","52W %Chg",Time
2029-03-29,LQH29,"ICE Newcastle Coal March 2029 Futures",150.2,159.65,2024-10-07,110.8,2024-02-01,+22.36%,2024-11-18
2029-04-27,LQJ29,"ICE Newcastle Coal April 2029 Futures",149.9,159.25,2024-10-07,110.6,2024-02-01,+22.42%,2024-11-18
2029-05-25,LQK29,"ICE Newcastle Coal May 2029 Futures",149.7,159.05,2024-10-07,110.45,2024-02-01,+22.45%,2024-11-18
2029-06-29,LQM29,"ICE Newcastle Coal June 2029 Futures",149.7,159.1,2024-10-07,110.45,2024-02-01,+22.40%,2024-11-18
2029-07-27,LQN29,"ICE Newcastle Coal July 2029 Futures",149.9,159.3,2024-10-07,110.6,2024-02-01,+22.42%,2024-11-18
2029-08-31,LQQ29,"ICE Newcastle Coal August 2029 Futures",150.15,159.55,2024-10-07,110.8,2024-02-01,+22.42%,2024-11-18
2029-09-28,LQU29,"ICE Newcastle Coal September 2029 Futures",150.35,159.75,2024-10-07,110.95,2024-02-01,+22.43%,2024-11-18
2029-10-26,LQV29,"ICE Newcastle Coal October 2029 Futures",150.5,159.95,2024-10-07,111.05,2024-02-01,+22.41%,2024-11-18
2029-11-30,LQX29,"ICE Newcastle Coal November 2029 Futures",150.7,160.15,2024-10-07,111.2,2024-02-01,+22.42%,2024-11-18
2029-12-28,LQZ29,"ICE Newcastle Coal December 2029 Futures",150.85,160.3,2024-10-07,111.3,2024-02-01,+22.44%,2024-11-18
