Exp Date,Symbol,Contract Name,Last,52W High,52W High Date,52W Low,52W Low Date,52W %Chg,Time
24/02/2022,NGH22,Natural Gas March 2022 Futures,4.568,6.132,06/10/2021,2.722,18/03/2021,56.92%,24/02/2022
29/03/2022,NGJ22,Natural Gas April 2022 Futures,5.336,5.652,28/03/2022,2.454,05/04/2021,115.42%,29/03/2022
27/04/2022,NGK22,Natural Gas May 2022 Futures,7.267,8.065,18/04/2022,2.509,30/04/2021,189.41%,27/04/2022
26/05/2022,NGM22,Natural Gas June 2022 Futures,8.908,9.401,26/05/2022,2.605,27/05/2021,237.81%,26/05/2022
28/06/2022,NGN22,Natural Gas July 2022 Futures,6.551,9.664,08/06/2022,2.92,01/07/2021,120.65%,28/06/2022
27/07/2022,NGQ22,Natural Gas August 2022 Futures,8.687,9.752,26/07/2022,3.164,28/07/2021,173.26%,27/07/2022
29/08/2022,NGU22,Natural Gas September 2022 Futures,9.353,10.028,23/08/2022,3.338,30/08/2021,172.52%,29/08/2022
28/09/2022,NGV22,Natural Gas October 2022 Futures,6.868,9.987,23/08/2022,3.557,06/12/2021,75.16%,28/09/2022
27/10/2022,NGX22,Natural Gas November 2022 Futures,5.186,10.04,23/08/2022,3.66,06/12/2021,21.31%,27/10/2022
28/11/2022,NGZ22,Natural Gas December 2022 Futures,6.712,10.119,23/08/2022,3.855,06/12/2021,45.16%,28/11/2022
28/12/2022,NGF23,Natural Gas January 2023 Futures,4.709,10.181,23/08/2022,3.976,30/12/2021,12.20%,28/12/2022
27/01/2023,NGG23,Natural Gas February 2023 Futures,3.109,9.587,22/08/2022,2.761,26/01/2023,-31.20%,27/01/2023
24/02/2023,NGH23,Natural Gas March 2023 Futures,2.451,8.368,08/06/2022,1.967,22/02/2023,-45.51%,24/02/2023
29/03/2023,NGJ23,Natural Gas April 2023 Futures,1.991,6.165,13/06/2022,1.944,29/03/2023,-50.08%,29/03/2023
26/04/2023,NGK23,Natural Gas May 2023 Futures,2.117,5.961,13/06/2022,1.946,14/04/2023,-50.80%,27/04/2023
26/05/2023,NGM23,Natural Gas June 2023 Futures,2.181,6.001,10/06/2022,2.031,05/05/2023,-56.56%,26/05/2023
28/06/2023,NGN23,Natural Gas July 2023 Futures,2.603,5.938,06/09/2022,2.136,01/06/2023,-44.86%,28/06/2023
27/07/2023,NGQ23,Natural Gas August 2023 Futures,2.492,5.951,06/09/2022,2.244,01/06/2023,-50.43%,27/07/2023
29/08/2023,NGU23,Natural Gas September 2023 Futures,2.556,5.925,06/09/2022,2.249,01/06/2023,-55.65%,29/08/2023
27/09/2023,NGV23,Natural Gas October 2023 Futures,2.764,5.457,30/11/2022,2.377,01/06/2023,-44.60%,27/09/2023
27/10/2023,NGX23,Natural Gas November 2023 Futures,3.164,5.726,30/11/2022,2.796,26/09/2023,-39.19%,27/10/2023
28/11/2023,NGZ23,Natural Gas December 2023 Futures,2.706,6.088,30/11/2022,2.669,28/11/2023,-54.62%,28/11/2023
27/12/2023,NGF24,Natural Gas January 2024 Futures,2.619,5.267,28/12/2022,2.235,13/12/2023,-50.80%,27/12/2023
29/01/2024,NGG24,Natural Gas February 2024 Futures,2.49,4.316,03/03/2023,2.187,13/12/2023,-41.44%,29/01/2024
27/02/2024,NGH24,Natural Gas March 2024 Futures,1.615,3.95,03/03/2023,1.511,27/02/2024,-56.20%,27/02/2024
26/03/2024,NGJ24,Natural Gas April 2024 Futures,1.575,3.325,09/10/2023,1.481,26/03/2024,-51.70%,26/03/2024
26/04/2024,NGK24,Natural Gas May 2024 Futures,1.614,3.343,03/11/2023,1.482,26/04/2024,-48.70%,26/04/2024
29/05/2024,NGM24,Natural Gas June 2024 Futures,2.493,3.446,03/11/2023,1.907,16/04/2024,-23.22%,29/05/2024
26/06/2024,NGN24,Natural Gas July 2024 Futures,2.628,3.557,03/11/2023,2.128,15/02/2024,-22.39%,26/06/2024
29/07/2024,NGQ24,Natural Gas August 2024 Futures,1.907,3.592,03/11/2023,1.856,29/07/2024,-43.63%,29/07/2024
28/08/2024,NGU24,Natural Gas September 2024 Futures,1.93,3.572,03/11/2023,1.856,28/08/2024,-42.23%,28/08/2024
26/09/2024,NGV24,Natural Gas October 2024 Futures,2.585,3.648,03/11/2023,1.991,05/08/2024,-22.58%,26/09/2024
29/10/2024,NGX24,Natural Gas November 2024 Futures,2.346,3.988,03/11/2023,2.2,29/10/2024,-38.39%,29/10/2024
26/11/2024,NGZ24,Natural Gas December 2024 Futures,3.334,4.063,28/11/2023,2.514,04/11/2024,-17.45%,02:16 CT
27/12/2024,NGF25,Natural Gas January 2025 Futures,3.489,4.348,28/11/2023,2.8,04/11/2024,-19.22%,02:16 CT
29/01/2025,NGG25,Natural Gas February 2025 Futures,3.327,4.247,28/11/2023,2.72,04/11/2024,-21.20%,02:16 CT
26/02/2025,NGH25,Natural Gas March 2025 Futures,3.021,3.882,28/11/2023,2.522,04/11/2024,-21.77%,02:16 CT
27/03/2025,NGJ25,Natural Gas April 2025 Futures,2.958,3.541,28/11/2023,2.501,04/11/2024,-16.18%,02:13 CT
28/04/2025,NGK25,Natural Gas May 2025 Futures,3.038,3.525,28/11/2023,2.595,04/11/2024,-13.89%,02:16 CT
28/05/2025,NGM25,Natural Gas June 2025 Futures,3.181,3.654,28/11/2023,2.758,04/11/2024,-13.06%,02:16 CT
26/06/2025,NGN25,Natural Gas July 2025 Futures,3.333,3.787,28/11/2023,2.934,04/11/2024,-12.16%,02:16 CT
29/07/2025,NGQ25,Natural Gas August 2025 Futures,3.368,3.819,27/11/2023,2.974,04/11/2024,-12.05%,02:16 CT
27/08/2025,NGU25,Natural Gas September 2025 Futures,3.352,3.794,27/11/2023,2.967,04/11/2024,-11.84%,01:50 CT
26/09/2025,NGV25,Natural Gas October 2025 Futures,3.434,3.868,27/11/2023,3.022,04/11/2024,-11.31%,02:02 CT
29/10/2025,NGX25,Natural Gas November 2025 Futures,3.688,4.202,28/11/2023,3.323,04/11/2024,-12.40%,02:01 CT
25/11/2025,NGZ25,Natural Gas December 2025 Futures,4.118,4.625,27/11/2023,3.761,04/11/2024,-10.90%,02:02 CT
29/12/2025,NGF26,Natural Gas January 2026 Futures,4.365,4.891,27/11/2023,4,21/10/2024,-10.52%,01:51 CT
28/01/2026,NGG26,Natural Gas February 2026 Futures,4.181,4.725,27/11/2023,3.799,21/10/2024,-11.76%,22:49 CT
25/02/2026,NGH26,Natural Gas March 2026 Futures,3.68,4.173,27/11/2023,3.339,21/10/2024,-11.71%,02:02 CT
27/03/2026,NGJ26,Natural Gas April 2026 Futures,3.37,3.63,27/11/2023,3.002,06/08/2024,-6.98%,00:47 CT
28/04/2026,NGK26,Natural Gas May 2026 Futures,3.392,3.607,27/11/2023,3.029,06/08/2024,-5.88%,00:47 CT
27/05/2026,NGM26,Natural Gas June 2026 Futures,3.542,3.713,27/11/2023,3.175,06/08/2024,-4.55%,20:34 CT
26/06/2026,NGN26,Natural Gas July 2026 Futures,3.603,3.882,29/04/2024,3.34,06/08/2024,-5.26%,22/11/2024
29/07/2026,NGQ26,Natural Gas August 2026 Futures,3.637,3.923,29/04/2024,3.394,06/08/2024,-5.39%,22/11/2024
27/08/2026,NGU26,Natural Gas September 2026 Futures,3.608,3.89,02/05/2024,3.362,06/08/2024,-5.35%,22/11/2024
28/09/2026,NGV26,Natural Gas October 2026 Futures,3.736,3.941,30/04/2024,3.404,06/08/2024,-4.77%,20:34 CT
28/10/2026,NGX26,Natural Gas November 2026 Futures,3.896,4.274,30/04/2024,3.686,06/08/2024,-7.52%,22/11/2024
25/11/2026,NGZ26,Natural Gas December 2026 Futures,4.3,4.742,30/04/2024,4.081,12/09/2024,-7.27%,02:02 CT
29/12/2026,NGF27,Natural Gas January 2027 Futures,4.535,5.015,30/04/2024,4.321,16/09/2024,-6.88%,22:12 CT
27/01/2027,NGG27,Natural Gas February 2027 Futures,4.274,4.787,30/04/2024,4.09,17/09/2024,-8.91%,22/11/2024
24/02/2027,NGH27,Natural Gas March 2027 Futures,3.705,4.115,24/11/2023,3.502,19/09/2024,-9.41%,22/11/2024
29/03/2027,NGJ27,Natural Gas April 2027 Futures,3.273,3.557,30/04/2024,3.019,06/08/2024,-6.43%,22/11/2024
28/04/2027,NGK27,Natural Gas May 2027 Futures,3.292,3.553,01/05/2024,3.039,06/08/2024,-5.27%,22/11/2024
26/05/2027,NGM27,Natural Gas June 2027 Futures,3.413,3.706,30/04/2024,3.189,06/08/2024,-5.33%,22/11/2024
28/06/2027,NGN27,Natural Gas July 2027 Futures,3.54,3.89,29/04/2024,3.34,11/09/2024,-5.30%,22/11/2024
28/07/2027,NGQ27,Natural Gas August 2027 Futures,3.572,3.894,16/04/2024,3.38,11/09/2024,-5.70%,22/11/2024
27/08/2027,NGU27,Natural Gas September 2027 Futures,3.541,3.857,25/04/2024,3.346,11/09/2024,-5.70%,22/11/2024
28/09/2027,NGV27,Natural Gas October 2027 Futures,3.613,3.911,16/04/2024,3.413,06/08/2024,-6.13%,22/11/2024
27/10/2027,NGX27,Natural Gas November 2027 Futures,3.885,4.238,16/04/2024,3.668,13/09/2024,-8.05%,17:03 CT
26/11/2027,NGZ27,Natural Gas December 2027 Futures,4.254,4.686,30/04/2024,4.059,13/09/2024,-6.28%,22/11/2024
29/12/2027,NGF28,Natural Gas January 2028 Futures,4.448,4.964,29/04/2024,4.299,13/09/2024,-6.73%,22/11/2024
27/01/2028,NGG28,Natural Gas February 2028 Futures,4.239,4.754,30/04/2024,4.061,13/09/2024,-7.65%,22/11/2024
25/02/2028,NGH28,Natural Gas March 2028 Futures,3.611,4.06,24/11/2023,3.405,13/09/2024,-9.84%,22/11/2024
29/03/2028,NGJ28,Natural Gas April 2028 Futures,3.148,3.495,24/11/2023,2.923,17/09/2024,-8.36%,22/11/2024
26/04/2028,NGK28,Natural Gas May 2028 Futures,3.133,3.485,21/05/2024,2.938,17/09/2024,-7.47%,22/11/2024
26/05/2028,NGM28,Natural Gas June 2028 Futures,3.266,3.648,30/04/2024,3.084,17/09/2024,-6.98%,22/11/2024
28/06/2028,NGN28,Natural Gas July 2028 Futures,3.394,3.832,02/05/2024,3.241,17/09/2024,-6.66%,22/11/2024
27/07/2028,NGQ28,Natural Gas August 2028 Futures,3.458,3.854,02/05/2024,3.281,17/09/2024,-6.24%,22/11/2024
29/08/2028,NGU28,Natural Gas September 2028 Futures,3.413,3.819,02/05/2024,3.254,17/09/2024,-6.57%,22/11/2024
27/09/2028,NGV28,Natural Gas October 2028 Futures,3.478,3.868,16/04/2024,3.309,17/09/2024,-7.13%,22/11/2024
27/10/2028,NGX28,Natural Gas November 2028 Futures,3.715,4.186,27/11/2023,3.568,17/09/2024,-9.63%,22/11/2024
28/11/2028,NGZ28,Natural Gas December 2028 Futures,4.108,4.629,02/05/2024,3.964,17/09/2024,-8.57%,22/11/2024
27/12/2028,NGF29,Natural Gas January 2029 Futures,4.313,4.924,30/04/2024,4.184,17/09/2024,-9.39%,22/11/2024
29/01/2029,NGG29,Natural Gas February 2029 Futures,4.081,4.685,30/04/2024,3.941,17/09/2024,-10.48%,22/11/2024
26/02/2029,NGH29,Natural Gas March 2029 Futures,3.417,4.07,27/11/2023,3.254,17/09/2024,-14.47%,22/11/2024
28/03/2029,NGJ29,Natural Gas April 2029 Futures,2.903,3.479,27/11/2023,2.768,19/09/2024,-14.72%,22/11/2024
26/04/2029,NGK29,Natural Gas May 2029 Futures,2.925,3.466,16/04/2024,2.805,17/09/2024,-13.15%,22/11/2024
29/05/2029,NGM29,Natural Gas June 2029 Futures,3.082,3.636,16/04/2024,2.957,18/09/2024,-11.92%,22/11/2024
27/06/2029,NGN29,Natural Gas July 2029 Futures,3.254,3.804,16/04/2024,3.135,20/09/2024,-10.31%,22/11/2024
27/07/2029,NGQ29,Natural Gas August 2029 Futures,3.305,3.847,16/04/2024,3.199,18/09/2024,-9.97%,22/11/2024
29/08/2029,NGU29,Natural Gas September 2029 Futures,3.286,3.809,16/04/2024,3.178,18/09/2024,-9.55%,22/11/2024
26/09/2029,NGV29,Natural Gas October 2029 Futures,3.371,3.869,16/04/2024,3.259,18/09/2024,-9.36%,22/11/2024
29/10/2029,NGX29,Natural Gas November 2029 Futures,3.628,4.182,16/04/2024,3.524,18/09/2024,-11.12%,22/11/2024
28/11/2029,NGZ29,Natural Gas December 2029 Futures,4.043,4.62,16/04/2024,3.922,19/09/2024,-9.61%,22/11/2024
27/12/2029,NGF30,Natural Gas January 2030 Futures,4.251,4.882,30/04/2024,4.142,23/09/2024,-10.01%,22/11/2024
29/01/2030,NGG30,Natural Gas February 2030 Futures,4.044,4.671,16/04/2024,3.898,18/09/2024,-10.59%,22/11/2024
26/02/2030,NGH30,Natural Gas March 2030 Futures,3.422,4.044,27/11/2023,3.215,18/09/2024,-13.21%,22/11/2024
27/03/2030,NGJ30,Natural Gas April 2030 Futures,2.894,3.489,16/04/2024,2.715,18/09/2024,-13.69%,22/11/2024
26/04/2030,NGK30,Natural Gas May 2030 Futures,2.905,3.476,21/05/2024,2.733,18/09/2024,-12.18%,22/11/2024
29/05/2030,NGM30,Natural Gas June 2030 Futures,3.029,3.639,16/04/2024,2.871,18/09/2024,-11.12%,22/11/2024
26/06/2030,NGN30,Natural Gas July 2030 Futures,3.167,3.809,16/04/2024,3.017,18/09/2024,-9.72%,22/11/2024
29/07/2030,NGQ30,Natural Gas August 2030 Futures,3.19,3.853,16/04/2024,3.064,18/09/2024,-10.09%,22/11/2024
28/08/2030,NGU30,Natural Gas September 2030 Futures,3.154,3.829,16/04/2024,3.035,18/09/2024,-10.35%,22/11/2024
26/09/2030,NGV30,Natural Gas October 2030 Futures,3.218,3.951,16/04/2024,3.106,18/09/2024,-9.71%,22/11/2024
29/10/2030,NGX30,Natural Gas November 2030 Futures,3.478,4.299,16/04/2024,3.376,23/09/2024,-11.03%,22/11/2024
26/11/2030,NGZ30,Natural Gas December 2030 Futures,3.898,4.747,16/04/2024,3.766,23/09/2024,-9.75%,22/11/2024
27/12/2030,NGF31,Natural Gas January 2031 Futures,4.123,5.019,16/04/2024,4.002,18/11/2024,-9.76%,22/11/2024
29/01/2031,NGG31,Natural Gas February 2031 Futures,3.913,4.828,16/04/2024,3.772,23/09/2024,-10.85%,22/11/2024
26/02/2031,NGH31,Natural Gas March 2031 Futures,3.272,4.197,16/04/2024,3.119,23/09/2024,-14.77%,22/11/2024
27/03/2031,NGJ31,Natural Gas April 2031 Futures,2.752,3.661,24/05/2024,2.613,18/11/2024,-16.07%,22/11/2024
28/04/2031,NGK31,Natural Gas May 2031 Futures,2.781,3.636,24/05/2024,2.638,18/11/2024,-14.61%,22/11/2024
28/05/2031,NGM31,Natural Gas June 2031 Futures,2.906,3.763,24/05/2024,2.768,18/11/2024,-13.43%,22/11/2024
26/06/2031,NGN31,Natural Gas July 2031 Futures,3.041,3.879,24/05/2024,2.909,18/11/2024,-12.03%,22/11/2024
29/07/2031,NGQ31,Natural Gas August 2031 Futures,3.086,3.913,24/05/2024,2.942,18/11/2024,-11.75%,22/11/2024
27/08/2031,NGU31,Natural Gas September 2031 Futures,3.035,3.873,24/05/2024,2.895,18/11/2024,-13.58%,22/11/2024
26/09/2031,NGV31,Natural Gas October 2031 Futures,3.11,3.927,24/05/2024,2.941,18/11/2024,-13.18%,22/11/2024
29/10/2031,NGX31,Natural Gas November 2031 Futures,3.364,4.265,24/05/2024,3.198,18/11/2024,-13.79%,22/11/2024
25/11/2031,NGZ31,Natural Gas December 2031 Futures,3.768,4.715,24/05/2024,3.605,18/11/2024,-12.00%,22/11/2024
29/12/2031,NGF32,Natural Gas January 2032 Futures,3.994,4.964,24/05/2024,3.835,18/11/2024,-11.97%,22/11/2024
28/01/2032,NGG32,Natural Gas February 2032 Futures,3.769,4.734,24/05/2024,3.635,18/11/2024,-13.69%,22/11/2024
25/02/2032,NGH32,Natural Gas March 2032 Futures,3.099,4.062,16/04/2024,2.965,15/11/2024,-19.86%,22/11/2024
29/03/2032,NGJ32,Natural Gas April 2032 Futures,2.574,3.522,16/04/2024,2.464,15/11/2024,-22.40%,22/11/2024
28/04/2032,NGK32,Natural Gas May 2032 Futures,2.602,3.517,24/05/2024,2.492,15/11/2024,-21.03%,22/11/2024
26/05/2032,NGM32,Natural Gas June 2032 Futures,2.742,3.682,24/05/2024,2.631,15/11/2024,-19.23%,22/11/2024
28/06/2032,NGN32,Natural Gas July 2032 Futures,2.897,3.857,24/05/2024,2.785,15/11/2024,-17.11%,22/11/2024
28/07/2032,NGQ32,Natural Gas August 2032 Futures,2.936,3.887,24/05/2024,2.824,15/11/2024,-16.94%,22/11/2024
27/08/2032,NGU32,Natural Gas September 2032 Futures,2.891,3.902,02/05/2024,2.779,15/11/2024,-18.56%,22/11/2024
28/09/2032,NGV32,Natural Gas October 2032 Futures,2.966,3.948,02/05/2024,2.819,15/11/2024,-17.52%,22/11/2024
27/10/2032,NGX32,Natural Gas November 2032 Futures,3.221,4.153,02/05/2024,3.074,15/11/2024,-15.26%,22/11/2024
26/11/2032,NGZ32,Natural Gas December 2032 Futures,3.63,4.583,02/05/2024,3.483,15/11/2024,-13.59%,22/11/2024
29/12/2032,NGF33,Natural Gas January 2033 Futures,3.84,4.831,02/05/2024,3.694,15/11/2024,-13.44%,22/11/2024
27/01/2033,NGG33,Natural Gas February 2033 Futures,3.615,4.661,02/05/2024,3.474,15/11/2024,-15.06%,22/11/2024
24/02/2033,NGH33,Natural Gas March 2033 Futures,2.935,4.236,02/05/2024,2.814,15/11/2024,-24.86%,22/11/2024
29/03/2033,NGJ33,Natural Gas April 2033 Futures,2.435,3.811,02/05/2024,2.314,15/11/2024,-30.55%,22/11/2024
27/04/2033,NGK33,Natural Gas May 2033 Futures,2.465,3.789,02/05/2024,2.344,15/11/2024,-29.25%,22/11/2024
26/05/2033,NGM33,Natural Gas June 2033 Futures,2.63,3.824,02/05/2024,2.509,15/11/2024,-25.26%,22/11/2024
26/06/2033,NGN33,Natural Gas July 2033 Futures,2.815,3.864,02/05/2024,2.694,15/11/2024,-20.90%,22/11/2024
27/07/2033,NGQ33,Natural Gas August 2033 Futures,2.855,3.904,02/05/2024,2.734,15/11/2024,-20.67%,22/11/2024
29/08/2033,NGU33,Natural Gas September 2033 Futures,2.87,3.919,02/05/2024,2.749,15/11/2024,-20.59%,22/11/2024
28/09/2033,NGV33,Natural Gas October 2033 Futures,2.916,3.965,02/05/2024,2.795,15/11/2024,-20.33%,22/11/2024
27/10/2033,NGX33,Natural Gas November 2033 Futures,3.176,4.14,02/05/2024,3.055,15/11/2024,-17.18%,22/11/2024
28/11/2033,NGZ33,Natural Gas December 2033 Futures,3.576,4.54,02/05/2024,3.455,15/11/2024,-15.56%,22/11/2024
28/12/2033,NGF34,Natural Gas January 2034 Futures,3.811,4.765,02/05/2024,3.69,15/11/2024,-14.55%,22/11/2024
27/01/2034,NGG34,Natural Gas February 2034 Futures,3.611,4.617,02/05/2024,3.49,15/11/2024,-16.02%,22/11/2024
24/02/2034,NGH34,Natural Gas March 2034 Futures,3.086,4.342,02/05/2024,2.965,15/11/2024,-23.33%,22/11/2024
29/03/2034,NGJ34,Natural Gas April 2034 Futures,2.686,3.942,02/05/2024,2.565,15/11/2024,-25.90%,22/11/2024
26/04/2034,NGK34,Natural Gas May 2034 Futures,2.716,3.92,02/05/2024,2.595,15/11/2024,-24.62%,22/11/2024
26/05/2034,NGM34,Natural Gas June 2034 Futures,2.846,3.955,02/05/2024,2.643,01/11/2024,-21.77%,22/11/2024
28/06/2034,NGN34,Natural Gas July 2034 Futures,2.991,3.995,02/05/2024,2.683,01/11/2024,-18.68%,22/11/2024
27/07/2034,NGQ34,Natural Gas August 2034 Futures,3.031,4.035,02/05/2024,2.723,01/11/2024,-18.48%,22/11/2024
29/08/2034,NGU34,Natural Gas September 2034 Futures,3.046,4.05,02/05/2024,2.738,01/11/2024,-18.40%,22/11/2024
27/09/2034,NGV34,Natural Gas October 2034 Futures,3.092,4.096,02/05/2024,2.784,01/11/2024,-18.18%,22/11/2024
27/10/2034,NGX34,Natural Gas November 2034 Futures,3.292,4.246,02/05/2024,2.97,08/10/2024,-16.21%,22/11/2024
28/11/2034,NGZ34,Natural Gas December 2034 Futures,3.612,4.496,02/05/2024,3.231,23/09/2024,-13.57%,22/11/2024
27/12/2034,NGF35,Natural Gas January 2035 Futures,3.832,4.696,02/05/2024,3.431,23/09/2024,-12.49%,22/11/2024
29/01/2035,NGG35,Natural Gas February 2035 Futures,3.632,4.631,02/05/2024,3.324,01/11/2024,-15.81%,22/11/2024
26/02/2035,NGH35,Natural Gas March 2035 Futures,3.242,4.501,02/05/2024,2.934,01/11/2024,-22.51%,22/11/2024
28/03/2035,NGJ35,Natural Gas April 2035 Futures,2.912,4.171,02/05/2024,2.604,01/11/2024,-24.44%,22/11/2024
26/04/2035,NGK35,Natural Gas May 2035 Futures,2.89,4.149,02/05/2024,2.582,01/11/2024,-24.58%,22/11/2024
29/05/2035,NGM35,Natural Gas June 2035 Futures,2.925,4.184,02/05/2024,2.617,01/11/2024,-24.36%,22/11/2024
27/06/2035,NGN35,Natural Gas July 2035 Futures,2.965,4.224,02/05/2024,2.657,01/11/2024,-24.11%,22/11/2024
27/07/2035,NGQ35,Natural Gas August 2035 Futures,3.005,4.264,02/05/2024,2.697,01/11/2024,-23.87%,22/11/2024
29/08/2035,NGU35,Natural Gas September 2035 Futures,3.02,4.279,02/05/2024,2.712,01/11/2024,-23.78%,22/11/2024
26/09/2035,NGV35,Natural Gas October 2035 Futures,3.066,4.325,02/05/2024,2.758,01/11/2024,-23.50%,22/11/2024
29/10/2035,NGX35,Natural Gas November 2035 Futures,3.138,4.397,02/05/2024,2.83,01/11/2024,-23.09%,22/11/2024
28/11/2035,NGZ35,Natural Gas December 2035 Futures,3.293,4.552,02/05/2024,2.985,01/11/2024,-22.24%,22/11/2024
27/12/2035,NGF36,Natural Gas January 2036 Futures,3.543,4.802,02/05/2024,3.235,01/11/2024,-21.81%,22/11/2024
29/01/2036,NGG36,Natural Gas February 2036 Futures,3.393,4.737,02/05/2024,3.085,01/11/2024,-24.03%,22/11/2024
27/02/2036,NGH36,Natural Gas March 2036 Futures,3.193,4.607,02/05/2024,2.885,01/11/2024,-26.36%,22/11/2024
27/03/2036,NGJ36,Natural Gas April 2036 Futures,2.863,4.277,02/05/2024,2.555,01/11/2024,-28.53%,22/11/2024
28/04/2036,NGK36,Natural Gas May 2036 Futures,2.841,4.255,02/05/2024,2.533,01/11/2024,-28.69%,22/11/2024
28/05/2036,NGM36,Natural Gas June 2036 Futures,2.876,4.29,02/05/2024,2.568,01/11/2024,-28.44%,22/11/2024
26/06/2036,NGN36,Natural Gas July 2036 Futures,2.916,4.33,02/05/2024,2.608,01/11/2024,-28.16%,22/11/2024
29/07/2036,NGQ36,Natural Gas August 2036 Futures,2.956,4.37,02/05/2024,2.648,01/11/2024,-27.88%,22/11/2024
27/08/2036,NGU36,Natural Gas September 2036 Futures,2.971,4.385,02/05/2024,2.663,01/11/2024,-27.78%,22/11/2024
26/09/2036,NGV36,Natural Gas October 2036 Futures,3.017,4.431,02/05/2024,2.709,01/11/2024,-27.48%,22/11/2024
29/10/2036,NGX36,Natural Gas November 2036 Futures,3.089,4.503,02/05/2024,2.781,01/11/2024,-27.01%,22/11/2024
25/11/2036,NGZ36,Natural Gas December 2036 Futures,3.244,4.658,02/05/2024,2.936,01/11/2024,-26.05%,22/11/2024
